epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6356321573257446,0.0010000000474974513,0.9391481876373291,0.5,0.7935889959335327
1,0.8758620619773865,0.0010000000474974513,0.4175682067871094,0.5,0.9025421142578125
2,0.959770143032074,0.0010000000474974513,0.21934983134269714,0.5,1.1944975852966309
3,0.9758620858192444,0.0010000000474974513,0.19613607227802277,0.5,1.770957589149475
4,0.9931034445762634,0.0010000000474974513,0.1517510563135147,0.5,2.2232213020324707
5,0.9942528605461121,0.0010000000474974513,0.13970208168029785,0.5,2.382260322570801
6,0.9850574731826782,0.0005000000237487257,0.15045152604579926,0.5,2.341799020767212
7,0.9896551966667175,0.0005000000237487257,0.13303175568580627,0.5,2.3569886684417725
8,0.9954022765159607,0.0005000000237487257,0.12822100520133972,0.5,2.472987651824951
9,0.9954022765159607,0.0005000000237487257,0.12731322646141052,0.5091742873191833,2.0402603149414062
10,0.9954022765159607,0.0005000000237487257,0.12063711136579514,0.5137614607810974,2.1068191528320312
